Día,Belisario,Carapungo,Centro,Cotocollao,El Camal
1,27.969559842627667,13.10828387090079,38.75258267400543,29.07553809502501,42.60285043718837
2,44.6394202933259,8.675611644996566,20.980000517543925,19.33166381193883,45.34249714022791
3,46.67184394437014,41.10878775808212,49.61399997385365,41.97943639195283,44.87496647964024
4,20.07500938580834,19.43409161539814,46.79739365734186,44.51297188854758,46.48021659771309
5,47.33118294983051,15.615194286052917,44.53617511280673,38.70991412038361,32.82054216133701
6,37.47862514877919,35.16117313439731,11.52828172311787,16.33265714964722,39.96913047173697
7,48.281937763262135,17.2827921288011,42.805811768377076,39.666418842260576,37.83403477452993
8,6.20815584604992,28.906936969592465,14.931933870875833,23.15928622104662,21.85590816484118
9,5.96734458221112,45.55495913699191,14.136415912053883,42.64345928467768,14.461749268954291
10,36.74112955496743,18.311243276586215,34.65213973249425,37.818136171365666,47.67180088994054
11,19.462846772043033,20.090448394474443,35.77613359562979,16.08771502284455,27.123910975092087
12,39.91618084014436,23.92172119969787,22.881249004234018,21.968984147584194,43.51317903713205
13,5.493015410341955,19.655838922471062,7.718642869359597,25.770145128529407,28.377948964085313
14,39.67790960659978,15.246349922524974,10.058714418823932,21.529813976372246,9.975070067523298
15,9.527463803991118,7.253948431610629,12.255958546949337,22.173479338509612,27.4423589474944
16,29.514027784625593,27.81247807099594,11.617277566134845,33.91000379027764,28.950236834336543
17,42.2545614826972,47.65254765739116,27.712413526853556,43.7383698124977,36.237888569055464
18,36.802667810011485,45.951670207888114,15.231256976034292,33.89175709953638,39.51605075309016
19,40.09426897258047,24.814474064558095,24.75920368252647,12.057464062596448,44.4800793836186
20,10.535126473315145,27.437129492315172,32.5594660915902,18.52832002720912,20.789468398386404
21,47.417896803196825,25.79564328324129,10.060742497939383,29.588465142513023,24.493588202762652
22,44.11464538508662,40.75169676984114,38.62464790741034,9.242261343005278,47.871667638194886
23,10.500491110288987,41.38468259980157,17.79301371551047,11.155880837014177,37.27072909850168
24,17.287248590297956,31.811826541570415,41.58113210822183,22.83853069393733,11.842554539025489
25,6.267907391848071,24.982399902661605,28.210710514165036,12.552748417244683,18.771547022059806
26,7.680002591460838,16.343874943859717,12.663481105136281,5.446023502900105,29.214521793209688
27,7.322347991188609,27.10898810063596,23.14148393281145,30.95653460426229,43.034773845076934
28,17.10960125301855,36.46926192390326,7.154106853275506,29.12036578361676,18.513633386927104
29,25.277383072410448,12.055671488327572,8.673314330783953,32.3631080644622,28.95652882396137
30,10.6705081588793,10.96287085289778,41.893618998352274,43.96396362475021,13.53627048802905
